company,phone,email,website,address,city,state,rating,reviews,lead_score,tier
Slide-Lok Garage Interiors,,,,,Columbus,OH,3.5,0,40,
Epoxy Flooring,,,,,Columbus,OH,0,0,40,
Ricart Automotive Mega Mall,,,,,Columbus,OH,3.8,0,40,
Nash Distribution Columbus Warehouse,,,,,Columbus,OH,3.7,0,40,
World Distribution Services Warehouse Columbus,,,,,Columbus,OH,3.6,0,40,
Clopay Corporation - Columbus Distribution Center,,,,,Columbus,OH,3.6,0,40,
The Home Depot Distribution Center,,,,,Columbus,OH,3.6,0,40,
Walmart Distribution Center,,,,,Columbus,OH,3.7,0,40,
Lowes Distribution Center,,,,,Columbus,OH,3.7,0,40,
Office Depot Max Distribution Center,,,,,Columbus,OH,3.7,0,40,
Speer Mechanical,,,,,Columbus,OH,3.5,0,40,
Premier Concrete Coatings Columbus,,,,,Columbus,OH,5,0,35,
Comer & Cross Concrete Coatings,,,,,Columbus,OH,4.9,0,35,
GatorGuard Concrete Coatings of Columbus,,,,,Columbus,OH,4.8,0,35,
"Deco-Coat Flooring, LLC",,,,,Columbus,OH,4.9,0,35,
Premier Concrete Coatings,,,,,Columbus,OH,5,0,35,
Infinity Concrete Coatings,,,,,Columbus,OH,5,0,35,
Your1DayFloor.com,,,,,Columbus,OH,5,0,35,
"Permafloor, Inc.",,,,,Columbus,OH,5,0,35,
XPS Xpress Columbus,,,,,Columbus,OH,5,0,35,
Solutions for Organizing Spaces,,,,,Columbus,OH,5,0,35,
Embellish By MJ,,,,,Columbus,OH,5,0,35,
Deco-Crete Supply,,,,,Columbus,OH,4.9,0,35,
Columbus Floor Refinishing,,,,,Columbus,OH,4.9,0,35,
Rockhound Resurfacing,,,,,Columbus,OH,5,0,35,
Capital City Concrete,,,,,Columbus,OH,4.8,0,35,
Top Level Concrete,,,,,Columbus,OH,5,0,35,
CKG Small Concrete & General Services,,,,,Columbus,OH,5,0,35,
Columbus Stamp Concrete,,,,,Columbus,OH,4.7,0,35,
Supreme Concrete Solutions,,,,,Columbus,OH,4.9,0,35,
Optimus Concrete Co.,,,,,Columbus,OH,4.6,0,35,
Complete Restoration Services,,,,,Columbus,OH,5,0,35,
Samczuk Concrete & Masonry LLC,,,,,Columbus,OH,4.7,0,35,
Concrete Contracting of Columbus,,,,,Columbus,OH,5,0,35,
"CT Concrete, LLC",,,,,Columbus,OH,4.8,0,35,
Good Guys Improvements LLP,,,,,Columbus,OH,5,0,35,
Concrete Cutting & Breaking,,,,,Columbus,OH,5,0,35,
Ed's Concrete Construction LLC,,,,,Columbus,OH,4.9,0,35,
Concrete Lyftz,,,,,Columbus,OH,5,0,35,
SealMaxx of Columbus,,,,,Columbus,OH,4.9,0,35,
Maxima Concrete,,,,,Columbus,OH,4.9,0,35,
Trujillo Quality Concrete,,,,,Columbus,OH,5,0,35,
Royal Concrete,,,,,Columbus,OH,4.9,0,35,
SmartLevel Concrete,,,,,Columbus,OH,4.9,0,35,
The Stallion Concrete LLC,,,,,Columbus,OH,5,0,35,
Hacker's Concrete Impressions,,,,,Columbus,OH,5,0,35,
Alonzo Contractors Inc,,,,,Columbus,OH,4.9,0,35,
"Bill Lewis Cement Contractor, LLC",,,,,Columbus,OH,4.7,0,35,
MCL Concrete LLC,,,,,Columbus,OH,5,0,35,
CR Concrete Construction - Columbus,,,,,Columbus,OH,5,0,35,
Arlington Concrete,,,,,Columbus,OH,4.7,0,35,
Dura Seal,,,,,Columbus,OH,4.8,0,35,
ON Concrete Design LLC,,,,,Columbus,OH,5,0,35,
Custom Concrete Plus,,,,,Columbus,OH,4.9,0,35,
CR Concrete Services LLC,,,,,Columbus,OH,5,0,35,
Fine Line Concrete Contractors,,,,,Columbus,OH,5,0,35,
Superior Concrete Columbus,,,,,Columbus,OH,5,0,35,
Ronk Construction,,,,,Columbus,OH,5,0,35,
Roman Concrete,,,,,Columbus,OH,4.8,0,35,
Vibrant Vision Coatings,,,,,Columbus,OH,4.7,0,35,
Trusted Coatings,,,,,Columbus,OH,5,0,35,
BlastOne International,,,,,Columbus,OH,4.8,0,35,
Performance Powder Coating,,,,,Columbus,OH,5,0,35,
Soda Clean of Ohio,,,,,Columbus,OH,4.9,0,35,
MCL Power Clean Blasting Services,,,,,Columbus,OH,5,0,35,
Martin Painting & Coating Co,,,,,Columbus,OH,4.7,0,35,
C & B Mobile Blasting,,,,,Columbus,OH,5,0,35,
RPM Powder Coating,,,,,Columbus,OH,5,0,35,
Columbus Powder Coat,,,,,Columbus,OH,4.7,0,35,
Master-Blaster Power Wash,,,,,Columbus,OH,4.8,0,35,
Rhino Shield Columbus,,,,,Columbus,OH,4.8,0,35,
MVPowdercoating,,,,,Columbus,OH,5,0,35,
DDC Mobile Blasting,,,,,Columbus,OH,4.7,0,35,
Durer Shotblast LLC,,,,,Columbus,OH,5,0,35,
Central Ohio Blasting,,,,,Columbus,OH,5,0,35,
Beeline Floors,,,,,Columbus,OH,4.9,0,35,
"FS HW Flooring, LLC",,,,,Columbus,OH,4.8,0,35,
Footprints Floors of Columbus,,,,,Columbus,OH,5,0,35,
Weber Road Auto Service,,,,,Columbus,OH,4.9,0,35,
Tom and Jerry's Auto Service,,,,,Columbus,OH,4.7,0,35,
Luke's Auto,,,,,Columbus,OH,4.8,0,35,
Buckeye Complete Auto Care,,,,,Columbus,OH,4.7,0,35,
Ohio Autocare,,,,,Columbus,OH,4.8,0,35,
Alternative Auto Care,,,,,Columbus,OH,4.5,0,35,
All In Auto Service LLC,,,,,Columbus,OH,5,0,35,
Streamline Auto,,,,,Columbus,OH,4.8,0,35,
Mike's Foreign Car Service,,,,,Columbus,OH,4.8,0,35,
Valentino's Car Care,,,,,Columbus,OH,4.8,0,35,
Auto Center,,,,,Columbus,OH,4.7,0,35,
Columbus Auto Mall,,,,,Columbus,OH,4.7,0,35,
Germain Service Center - Germain Lexus of Easton,,,,,Columbus,OH,4.8,0,35,
Service Center - Toyota West,,,,,Columbus,OH,4.8,0,35,
Service Center - Germain Mazda of Columbus,,,,,Columbus,OH,4.9,0,35,
Byers Mazda Service Center,,,,,Columbus,OH,4.6,0,35,
Byers Imports,,,,,Columbus,OH,4.7,0,35,
Mark Wahlberg Chevrolet of Columbus,,,,,Columbus,OH,4.5,0,35,
Auto Palace,,,,,Columbus,OH,4.7,0,35,
Subaru Service - Germain Subaru of Columbus Service Center,,,,,Columbus,OH,4.8,0,35,
Service Center - Mercedes-Benz of Easton,,,,,Columbus,OH,4.5,0,35,
Service & Parts Center - Germain Kia,,,,,Columbus,OH,4.8,0,35,
Service Center - Germain Volkswagen of Columbus,,,,,Columbus,OH,4.8,0,35,
Kraft's Body & Fender Co,,,,,Columbus,OH,4.8,0,35,
CARSTAR Auto Boutique Collision,,,,,Columbus,OH,4.6,0,35,
Babylon Body Shop,,,,,Columbus,OH,5,0,35,
Robinson Body Shop-Gen Repair,,,,,Columbus,OH,4.7,0,35,
McCombe Body Shop,,,,,Columbus,OH,4.7,0,35,
Fix Auto Columbus,,,,,Columbus,OH,4.8,0,35,
M Work,,,,,Columbus,OH,4.6,0,35,
Collision Solutions LLC,,,,,Columbus,OH,4.8,0,35,
Columbus Truck & Trailer Repair LLC,,,,,Columbus,OH,4.9,0,35,
ATI Truck And Trailer Repair LLC,,,,,Columbus,OH,4.9,0,35,
Yourway Truck & Trailer Repair,,,,,Columbus,OH,4.9,0,35,
FleetBarn (Truck Trailer Repair),,,,,Columbus,OH,5,0,35,
Columbus Mobile Truck Repair,,,,,Columbus,OH,3.4,0,35,
Jones Truck & Spring Repair,,,,,Columbus,OH,4.5,0,35,
Eastern Truck & Trailer,,,,,Columbus,OH,4.5,0,35,
South Central Fleet Services,,,,,Columbus,OH,5,0,35,
PFM Fleet Service,,,,,Columbus,OH,4.9,0,35,
Fleet Force,,,,,Columbus,OH,4.8,0,35,
Fleet Maintenance Transportation,,,,,Columbus,OH,0,0,35,
Fleet Services & Repair,,,,,Columbus,OH,4.7,0,35,
Smith Springs,,,,,Columbus,OH,4.7,0,35,
"Atlas Industrial Contractors, Inc.",,,,,Columbus,OH,4.7,0,35,
Elford Inc.,,,,,Columbus,OH,4.8,0,35,
Lamit Industries Inc.,,,,,Columbus,OH,5,0,35,
Compton Construction,,,,,Columbus,OH,5,0,35,
ACI Construction,,,,,Columbus,OH,5,0,35,
Humble Construction,,,,,Columbus,OH,5,0,35,
APCO | The Architectural Products Company,,,,,Columbus,OH,4.7,0,35,
Columbus Liquidation Center,,,,,Columbus,OH,4.5,0,35,
"WB Construction Products, LLC",,,,,Columbus,OH,4.8,0,35,
Terminal Warehouse Inc,,,,,Columbus,OH,3.2,0,35,
Exterior Building Supply,,,,,Columbus,OH,4.9,0,35,
